Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Adventurer1,Spreadsheet: Adventurer2,Spreadsheet: Scenario,Spreadsheet: EncounterIntro,Spreadsheet: PlayerAction,Spreadsheet: RewardFeedback,Spreadsheet: NeutralFeedback,Spreadsheet: PunishFeedback,Spreadsheet: scenDelay,Manipulation: Spreadsheet,Store: pName,Store: participant,Store: respReward,Store: respNeutral,Store: respPunish,Store: decPunish,Store: outcome
1,1680376150677,01/04/2023 19:09:10,1680361750677,-4,01/04/2023 11:09:10,128675,2,task-unsm,,28597435,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,ImplicitDecisionAdventureTask_2opts,3,WF_InGrp,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1680376163172,01/04/2023 19:09:23,1680361763172,-4,01/04/2023 11:09:23,128675,2,task-unsm,,28597435,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,ImplicitDecisionAdventureTask_2opts,3,WF_InGrp,1,Instructions,Instructions,cdub9g,1,response,Next,12415,12411,12415,12415,12411,12415,1,0,12415,0,0,,Click Response,Continue Button,2,object-8,Instructions,,,,,,,,,,,,,,,,,
3,1680376172660,01/04/2023 19:09:32,1680361772660,-4,01/04/2023 11:09:32,128675,2,task-unsm,,28597435,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,ImplicitDecisionAdventureTask_2opts,3,WF_InGrp,1,Instructions,Name,nn5ntg,2,response,Lauren,2421,3893,3901,2421,3893,3901,1,0,2421,1480,0,pName,Single Text Entry,ParticipantName,2,object-22,Instructions,,,,,,,,,,,,Lauren,,,,,
4,1680376174650,01/04/2023 19:09:34,1680361774650,-4,01/04/2023 11:09:34,128675,2,task-unsm,,28597435,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,ImplicitDecisionAdventureTask_2opts,3,WF_InGrp,1,Instructions,Delay,7riscs,3,timedOut,,1998,1997,1998,1998,1997,1998,1,0,1998,0,0,,Time Limit,screen,0,screen,Instructions,,,,,,,,,,,,Lauren,,,,,
5,1680376189647,01/04/2023 19:09:49,1680361789647,-4,01/04/2023 11:09:49,128675,2,task-unsm,,28597435,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,ImplicitDecisionAdventureTask_2opts,3,WF_InGrp,1,LoadingScreen,LoadScreen,95pybm,1,timedOut,,14999,14998,14999,14999,14998,14999,1,0,14999,0,0,,Time Limit,screen,0,screen,LoadingScreen,Becky,Emma,,,,,,,,,,Lauren,,,,,
6,1680376191141,01/04/2023 19:09:51,1680361791141,-4,01/04/2023 11:09:51,128675,2,task-unsm,,28597435,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,ImplicitDecisionAdventureTask_2opts,3,WF_InGrp,1,LoadingScreen,LoadingComplete,zy7h74,2,continue,,1495,1489,1495,1495,1489,1495,1,0,1495,0,0,,Click To Continue,Continue Button,2,object-59,LoadingScreen,Becky,Emma,,,,,,,,,,Lauren,,,,,
7,1680376203139,01/04/2023 19:10:03,1680361803139,-4,01/04/2023 11:10:03,128675,2,task-unsm,,28597435,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,ImplicitDecisionAdventureTask_2opts,3,WF_InGrp,1,ScenarioIntro,ScenarioIntro,ghavr7,1,timedOut,,12004,12003,12004,12004,12003,12004,1,0,12004,0,0,,Time Limit,screen,0,screen,ScenarioIntro,,,"<em>Two famous archaeologists have discovered a series of underground passageways leading to an ancient civilization. The duo packed their bags full of necessary supplies, turned on their headlights, and crawled into the hole that led to an underground structure. ",,,,,,,,,Lauren,,,,,
8,1680376209137,01/04/2023 19:10:09,1680361809137,-4,01/04/2023 11:10:09,128675,2,task-unsm,,28597435,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,ImplicitDecisionAdventureTask_2opts,3,WF_InGrp,1,Trial/Encounter,EncounterIntro,wtupv3,1,timedOut,,5999,5998,5999,5999,5998,5999,1,0,5999,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>The duo tie a rope and climb down.,"<em>Before proceeding, <b>Emma</b> rubs their hand along the ground to check for traps.",<em><b>Emma</b> triggers a pressure plate. A hidden passage leading forward opens up in front of her.,<em><b>Emma</b> finds no traps so she decides it is safe to continue forward.,<em><b>Emma</b> touches the ground triggering a pressure plate. This releases a boulder which falls grazing her shoulder dealing damage.,6687,,,Lauren,,,,,
9,1680376215825,01/04/2023 19:10:15,1680361815825,-4,01/04/2023 11:10:15,128675,2,task-unsm,,28597435,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,ImplicitDecisionAdventureTask_2opts,3,WF_InGrp,1,Trial/Encounter,Delay,4wo1q4,2,timedOut,,6689,6689,6689,6689,6689,6689,1,0,6689,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>The duo tie a rope and climb down.,"<em>Before proceeding, <b>Emma</b> rubs their hand along the ground to check for traps.",<em><b>Emma</b> triggers a pressure plate. A hidden passage leading forward opens up in front of her.,<em><b>Emma</b> finds no traps so she decides it is safe to continue forward.,<em><b>Emma</b> touches the ground triggering a pressure plate. This releases a boulder which falls grazing her shoulder dealing damage.,6687,,,Lauren,,,,,
10,1680376220470,01/04/2023 19:10:20,1680361820470,-4,01/04/2023 11:10:20,128675,2,task-unsm,,28597435,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,ImplicitDecisionAdventureTask_2opts,3,WF_InGrp,1,Trial/Encounter,PlayerAction,ga3y5r,3,response,Reward,4644,4642,4644,4644,4642,4644,1,0,4644,0,0,decision,Click Response,RewardButton,2,object-70,Trial/Encounter,,,,<em>The duo tie a rope and climb down.,"<em>Before proceeding, <b>Emma</b> rubs their hand along the ground to check for traps.",<em><b>Emma</b> triggers a pressure plate. A hidden passage leading forward opens up in front of her.,<em><b>Emma</b> finds no traps so she decides it is safe to continue forward.,<em><b>Emma</b> touches the ground triggering a pressure plate. This releases a boulder which falls grazing her shoulder dealing damage.,6687,,,Lauren,,,,,Reward
