Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Adventurer1,Spreadsheet: Adventurer2,Spreadsheet: Scenario,Spreadsheet: EncounterIntro,Spreadsheet: PlayerAction,Spreadsheet: RewardFeedback,Spreadsheet: NeutralFeedback,Spreadsheet: PunishFeedback,Spreadsheet: scenDelay,Manipulation: Spreadsheet,Store: pName,Store: participant,Store: respReward,Store: respNeutral,Store: respPunish,Store: decPunish,Store: outcome
1,1680473238783,02/04/2023 22:07:18,1680458838783,-4,02/04/2023 14:07:18,128680,3,task-ysnv,,28614382,BLIND,8515565,,complete,,c3d6d4e3-de55-4096-8757-84fecefb223a,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,ImplicitDecisionAdventureTask_3opts,12,WF_AxGrp,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1680473251474,02/04/2023 22:07:31,1680458851474,-4,02/04/2023 14:07:31,128680,3,task-ysnv,,28614382,BLIND,8515565,,complete,,c3d6d4e3-de55-4096-8757-84fecefb223a,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,ImplicitDecisionAdventureTask_3opts,12,WF_AxGrp,1,Instructions,Instructions,cdub9g,1,response,Next,12503.621,12488.321,12503.621,12503.621,12488.321,12503.621,1,0,12503.621,0,0,,Click Response,Continue Button,2,object-8,Instructions,,,,,,,,,,,,,,,,,
3,1680473260963,02/04/2023 22:07:40,1680458860963,-4,02/04/2023 14:07:40,128680,3,task-ysnv,,28614382,BLIND,8515565,,complete,,c3d6d4e3-de55-4096-8757-84fecefb223a,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,ImplicitDecisionAdventureTask_3opts,12,WF_AxGrp,1,Instructions,Name,nn5ntg,2,response,Kayla,2000.6569999999992,3967.982,3984.6500000000015,2000.6569999999992,3967.982,3984.6500000000015,1,0,2000.6569999999992,1983.9930000000022,0,pName,Single Text Entry,ParticipantName,2,object-22,Instructions,,,,,,,,,,,,Kayla,,,,,
4,1680473262949,02/04/2023 22:07:42,1680458862949,-4,02/04/2023 14:07:42,128680,3,task-ysnv,,28614382,BLIND,8515565,,complete,,c3d6d4e3-de55-4096-8757-84fecefb223a,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,ImplicitDecisionAdventureTask_3opts,12,WF_AxGrp,1,Instructions,Delay,7riscs,3,timedOut,,2005.6499999970183,2000.679,2005.6499999970183,2005.6499999970183,2000.679,2005.6499999970183,1,0,2005.6499999970183,0,0,,Time Limit,screen,0,screen,Instructions,,,,,,,,,,,,Kayla,,,,,
5,1680473277953,02/04/2023 22:07:57,1680458877953,-4,02/04/2023 14:07:57,128680,3,task-ysnv,,28614382,BLIND,8515565,,complete,,c3d6d4e3-de55-4096-8757-84fecefb223a,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,ImplicitDecisionAdventureTask_3opts,12,WF_AxGrp,1,LoadingScreen,LoadScreen,95pybm,1,timedOut,,15008.770999994038,15005.719999999998,15008.770999994038,15008.770999994038,15005.719999999998,15008.770999994038,1,0,15008.770999994038,0,0,,Time Limit,screen,0,screen,LoadingScreen,Becky,Aisha,,,,,,,,,,Kayla,,,,,
6,1680473280752,02/04/2023 22:08:00,1680458880752,-4,02/04/2023 14:08:00,128680,3,task-ysnv,,28614382,BLIND,8515565,,complete,,c3d6d4e3-de55-4096-8757-84fecefb223a,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,ImplicitDecisionAdventureTask_3opts,12,WF_AxGrp,1,LoadingScreen,LoadingComplete,zy7h74,2,continue,,2793.334999999999,2776.6630000000005,2793.334999999999,2793.334999999999,2776.6630000000005,2793.334999999999,1,0,2793.334999999999,0,0,,Click To Continue,Continue Button,2,object-59,LoadingScreen,Becky,Aisha,,,,,,,,,,Kayla,,,,,
7,1680473291383,02/04/2023 22:08:11,1680458891383,-4,02/04/2023 14:08:11,128680,3,task-ysnv,,28614382,BLIND,8515565,,complete,,c3d6d4e3-de55-4096-8757-84fecefb223a,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,ImplicitDecisionAdventureTask_3opts,12,WF_AxGrp,1,ScenarioIntro,ScenarioIntro,ghavr7,1,response,Next,10655.98799998808,10643.125,10655.98799998808,10655.98799998808,10643.125,10655.98799998808,1,0,10655.98799998808,0,0,,Click Response,Continue Button,2,object-62,ScenarioIntro,,,"<em>Two famous archaeologists have discovered a series of underground passageways leading to an ancient civilization. The duo packed their bags full of necessary supplies, turned on their headlights, and crawled into the hole that led to an underground structure. ",,,,,,,,,Kayla,,,,,
8,1680473297689,02/04/2023 22:08:17,1680458897689,-4,02/04/2023 14:08:17,128680,3,task-ysnv,,28614382,BLIND,8515565,,complete,,c3d6d4e3-de55-4096-8757-84fecefb223a,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,ImplicitDecisionAdventureTask_3opts,12,WF_AxGrp,1,Trial/Encounter,EncounterIntro,wtupv3,1,continue,,4962.314999997019,4947.623999999996,4962.314999997019,4962.314999997019,4947.623999999996,4962.314999997019,1,0,4962.314999997019,0,0,,Click To Continue,Continue Button,2,object-65,Trial/Encounter,,,,<em>The duo tie a rope and climb down.,"<em>Before proceeding, <b>Aisha</b> rubs their hand along the ground to check for traps.",<em><b>Aisha</b> triggers a pressure plate. A hidden passage leading forward opens up in front of her.,<em><b>Aisha</b> finds no traps so she decides it is safe to continue forward.,<em><b>Aisha</b> touches the ground triggering a pressure plate. This releases a boulder which falls grazing her shoulder dealing damage.,6687,,,Kayla,,,,,
9,1680473305415,02/04/2023 22:08:25,1680458905415,-4,02/04/2023 14:08:25,128680,3,task-ysnv,,28614382,BLIND,8515565,,complete,,c3d6d4e3-de55-4096-8757-84fecefb223a,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,ImplicitDecisionAdventureTask_3opts,12,WF_AxGrp,1,Trial/Encounter,Delay,4wo1q4,2,timedOut,,6690.781999988081,6685.867999999995,6690.781999988081,6690.781999988081,6685.867999999995,6690.781999988081,1,0,6690.781999988081,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>The duo tie a rope and climb down.,"<em>Before proceeding, <b>Aisha</b> rubs their hand along the ground to check for traps.",<em><b>Aisha</b> triggers a pressure plate. A hidden passage leading forward opens up in front of her.,<em><b>Aisha</b> finds no traps so she decides it is safe to continue forward.,<em><b>Aisha</b> touches the ground triggering a pressure plate. This releases a boulder which falls grazing her shoulder dealing damage.,6687,,,Kayla,,,,,
10,1680473310811,02/04/2023 22:08:30,1680458910811,-4,02/04/2023 14:08:30,128680,3,task-ysnv,,28614382,BLIND,8515565,,complete,,c3d6d4e3-de55-4096-8757-84fecefb223a,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,ImplicitDecisionAdventureTask_3opts,12,WF_AxGrp,1,Trial/Encounter,PlayerAction,ga3y5r,3,response,Reward,5397.714000000007,5384.636000000013,5397.714000000007,5397.714000000007,5384.636000000013,5397.714000000007,1,0,5397.714000000007,0,0,decision,Click Response,RewardButton,2,object-70,Trial/Encounter,,,,<em>The duo tie a rope and climb down.,"<em>Before proceeding, <b>Aisha</b> rubs their hand along the ground to check for traps.",<em><b>Aisha</b> triggers a pressure plate. A hidden passage leading forward opens up in front of her.,<em><b>Aisha</b> finds no traps so she decides it is safe to continue forward.,<em><b>Aisha</b> touches the ground triggering a pressure plate. This releases a boulder which falls grazing her shoulder dealing damage.,6687,,,Kayla,,,,,Reward
