Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Adventurer1,Spreadsheet: Adventurer2,Spreadsheet: Scenario,Spreadsheet: EncounterIntro,Spreadsheet: PlayerAction,Spreadsheet: RewardFeedback,Spreadsheet: NeutralFeedback,Spreadsheet: PunishFeedback,Spreadsheet: scenDelay,Manipulation: Spreadsheet,Store: pName,Store: participant,Store: respReward,Store: respNeutral,Store: respPunish,Store: decPunish,Store: outcome
1,1680473164925,02/04/2023 22:06:04,1680458764925,-4,02/04/2023 14:06:04,128682,3,task-ysnv,,28614337,BLIND,8515548,,complete,,1da2c5ae-7ea6-40af-ae36-c5a96334f0b1,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_AxGrp,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1680473176133,02/04/2023 22:06:16,1680458776133,-4,02/04/2023 14:06:16,128682,3,task-ysnv,,28614337,BLIND,8515548,,complete,,1da2c5ae-7ea6-40af-ae36-c5a96334f0b1,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_AxGrp,1,Instructions,Instructions,cdub9g,1,response,Next,11142.31400001192,11132.498,11142.31400001192,11142.31400001192,11132.498,11142.31400001192,1,0,11142.31400001192,0,0,,Click Response,Continue Button,2,object-8,Instructions,,,,,,,,,,,,,,,,,
3,1680473198764,02/04/2023 22:06:38,1680458798764,-4,02/04/2023 14:06:38,128682,3,task-ysnv,,28614337,BLIND,8515548,,complete,,1da2c5ae-7ea6-40af-ae36-c5a96334f0b1,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_AxGrp,1,Instructions,Name,nn5ntg,2,response,Carl,5182.8189999999995,15748.836000000003,15765.580000000009,5182.8189999999995,15748.836000000003,15765.580000000009,1,0,5182.8189999999995,10582.76100000001,0,pName,Single Text Entry,ParticipantName,2,object-22,Instructions,,,,,,,,,,,,Carl,,,,,
4,1680473200739,02/04/2023 22:06:40,1680458800739,-4,02/04/2023 14:06:40,128682,3,task-ysnv,,28614337,BLIND,8515548,,complete,,1da2c5ae-7ea6-40af-ae36-c5a96334f0b1,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_AxGrp,1,Instructions,Delay,7riscs,3,timedOut,,2001.401000005957,1999.9229999999952,2001.401000005957,2001.401000005957,1999.9229999999952,2001.401000005957,1,0,2001.401000005957,0,0,,Time Limit,screen,0,screen,Instructions,,,,,,,,,,,,Carl,,,,,
5,1680473215737,02/04/2023 22:06:55,1680458815737,-4,02/04/2023 14:06:55,128682,3,task-ysnv,,28614337,BLIND,8515548,,complete,,1da2c5ae-7ea6-40af-ae36-c5a96334f0b1,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_AxGrp,1,LoadingScreen,LoadScreen,95pybm,1,timedOut,,14999.478000005962,14998.794999999998,14999.478000005962,14999.478000005962,14998.794999999998,14999.478000005962,1,0,14999.478000005962,0,0,,Time Limit,screen,0,screen,LoadingScreen,Jack,Jamal,,,,,,,,,,Carl,,,,,
6,1680473217647,02/04/2023 22:06:57,1680458817647,-4,02/04/2023 14:06:57,128682,3,task-ysnv,,28614337,BLIND,8515548,,complete,,1da2c5ae-7ea6-40af-ae36-c5a96334f0b1,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_AxGrp,1,LoadingScreen,LoadingComplete,zy7h74,2,continue,,1910.9829999880822,1899.9570000000022,1910.9829999880822,1910.9829999880822,1899.9570000000022,1910.9829999880822,1,0,1910.9829999880822,0,0,,Click To Continue,Continue Button,2,object-59,LoadingScreen,Jack,Jamal,,,,,,,,,,Carl,,,,,
7,1680473229636,02/04/2023 22:07:09,1680458829636,-4,02/04/2023 14:07:09,128682,3,task-ysnv,,28614337,BLIND,8515548,,complete,,1da2c5ae-7ea6-40af-ae36-c5a96334f0b1,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_AxGrp,1,ScenarioIntro,ScenarioIntro,ghavr7,1,timedOut,,12000.226000005961,11999.129,12000.226000005961,12000.226000005961,11999.129,12000.226000005961,1,0,12000.226000005961,0,0,,Time Limit,screen,0,screen,ScenarioIntro,,,"<em>Two famous archaeologists have discovered a series of underground passageways leading to an ancient civilization. The duo packed their bags full of necessary supplies, turned on their headlights, and crawled into the hole that led to an underground structure. ",,,,,,,,,Carl,,,,,
8,1680473235636,02/04/2023 22:07:15,1680458835636,-4,02/04/2023 14:07:15,128682,3,task-ysnv,,28614337,BLIND,8515548,,complete,,1da2c5ae-7ea6-40af-ae36-c5a96334f0b1,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_AxGrp,1,Trial/Encounter,EncounterIntro,wtupv3,1,timedOut,,6000.396999988079,5999.445999999996,6000.396999988079,6000.396999988079,5999.445999999996,6000.396999988079,1,0,6000.396999988079,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>The duo tie a rope and climb down.,"<em>Before proceeding, <b>Jamal</b> rubs their hand along the ground to check for traps.",<em><b>Jamal</b> triggers a pressure plate. A hidden passage leading forward opens up in front of him.,<em><b>Jamal</b> finds no traps so he decides it is safe to continue forward.,<em><b>Jamal</b> touches the ground triggering a pressure plate. This releases a boulder which falls grazing his shoulder dealing damage.,6687,,,Carl,,,,,
9,1680473242319,02/04/2023 22:07:22,1680458842319,-4,02/04/2023 14:07:22,128682,3,task-ysnv,,28614337,BLIND,8515548,,complete,,1da2c5ae-7ea6-40af-ae36-c5a96334f0b1,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_AxGrp,1,Trial/Encounter,Delay,4wo1q4,2,timedOut,,6684.350999994043,6683.051000000007,6684.350999994043,6684.350999994043,6683.051000000007,6684.350999994043,1,0,6684.350999994043,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>The duo tie a rope and climb down.,"<em>Before proceeding, <b>Jamal</b> rubs their hand along the ground to check for traps.",<em><b>Jamal</b> triggers a pressure plate. A hidden passage leading forward opens up in front of him.,<em><b>Jamal</b> finds no traps so he decides it is safe to continue forward.,<em><b>Jamal</b> touches the ground triggering a pressure plate. This releases a boulder which falls grazing his shoulder dealing damage.,6687,,,Carl,,,,,
10,1680473247610,02/04/2023 22:07:27,1680458847610,-4,02/04/2023 14:07:27,128682,3,task-ysnv,,28614337,BLIND,8515548,,complete,,1da2c5ae-7ea6-40af-ae36-c5a96334f0b1,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_AxGrp,1,Trial/Encounter,PlayerAction,ga3y5r,3,response,Reward,5281.699999999997,5266.281999999992,5281.699999999997,5281.699999999997,5266.281999999992,5281.699999999997,1,0,5281.699999999997,0,0,decision,Click Response,RewardButton,2,object-70,Trial/Encounter,,,,<em>The duo tie a rope and climb down.,"<em>Before proceeding, <b>Jamal</b> rubs their hand along the ground to check for traps.",<em><b>Jamal</b> triggers a pressure plate. A hidden passage leading forward opens up in front of him.,<em><b>Jamal</b> finds no traps so he decides it is safe to continue forward.,<em><b>Jamal</b> touches the ground triggering a pressure plate. This releases a boulder which falls grazing his shoulder dealing damage.,6687,,,Carl,,,,,Reward
11,1680473250986,02/04/2023 22:07:30,1680458850986,-4,02/04/2023 14:07:30,128682,3,task-ysnv,,28614337,BLIND,8515548,,complete,,1da2c5ae-7ea6-40af-ae36-c5a96334f0b1,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_AxGrp,1,Trial/Encounter,Reward,56azq1,4,continue,,3402.3180000059656,3399.5560000000114,3402.3180000059656,3402.3180000059656,3399.5560000000114,3402.3180000059656,1,0,3402.3180000059656,0,0,,Click To Continue,Continue Button,2,object-73,Trial/Encounter,,,,<em>The duo tie a rope and climb down.,"<em>Before proceeding, <b>Jamal</b> rubs their hand along the ground to check for traps.",<em><b>Jamal</b> triggers a pressure plate. A hidden passage leading forward opens up in front of him.,<em><b>Jamal</b> finds no traps so he decides it is safe to continue forward.,<em><b>Jamal</b> touches the ground triggering a pressure plate. This releases a boulder which falls grazing his shoulder dealing damage.,6687,,,Carl,,,,,Reward
12,1680473255913,02/04/2023 22:07:35,1680458855913,-4,02/04/2023 14:07:35,128682,3,task-ysnv,,28614337,BLIND,8515548,,complete,,1da2c5ae-7ea6-40af-ae36-c5a96334f0b1,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_AxGrp,1,Trial/Encounter,trialEnd,olwm64,5,continue,,1329.794000011927,1316.5630000000092,1329.794000011927,1329.794000011927,1316.5630000000092,1329.794000011927,1,0,1329.794000011927,0,0,,Click To Continue,Continue Button,2,object-89,Trial/Encounter,,,,<em>The duo tie a rope and climb down.,"<em>Before proceeding, <b>Jamal</b> rubs their hand along the ground to check for traps.",<em><b>Jamal</b> triggers a pressure plate. A hidden passage leading forward opens up in front of him.,<em><b>Jamal</b> finds no traps so he decides it is safe to continue forward.,<em><b>Jamal</b> touches the ground triggering a pressure plate. This releases a boulder which falls grazing his shoulder dealing damage.,6687,,,Carl,,,,,Reward
