,TotEff,MedEff,DirEff,SumEff,SobelT
0,0.05060131195335326,-0.0037183697067225407,0.05431968166007578,0.05060131195335324,-0.3045657297784688
1,-0.02256438289601489,-0.009512290293325102,-0.013052092602689988,-0.02256438289601509,-0.7776765314020887
2,-0.07492103984450858,-0.007719193424128923,-0.06720184642037966,-0.07492103984450858,-0.6314745045388386
3,-0.031298590864916216,0.008720944956638573,-0.04001953582155242,-0.03129859086491384,0.7132328575103617
4,0.016618075801750065,0.007050379515268677,0.009567696286483638,0.016618075801752313,0.5769725782336819
5,-0.07223032069970764,-0.004926730346745073,-0.06730359035296177,-0.07223032069970683,-0.40345263484021693
6,0.05729470359572462,0.010539021464148672,0.04675568213157807,0.05729470359572674,0.8604903559155347
7,0.05674198250728917,0.0037001017475308574,0.05304188075975983,0.05674198250729069,0.30308898419028146
8,0.05543610301263412,0.004678764210632507,0.05075733880200322,0.055436103012635726,0.3831470158209231
9,-0.0383260447035949,0.011720581209110742,-0.05004662591270252,-0.03832604470359178,0.957339087547353
10,0.09173347910592838,-0.003359583287678544,0.09509306239360668,0.09173347910592813,-0.27518594613920366
11,-0.08232507288629633,0.012019899535251804,-0.09434497242154476,-0.08232507288629295,0.9812459408840407
12,0.05390549076773619,-0.014530839240948354,0.06843633000868334,0.05390549076773498,-1.1833205716490076
13,0.03620626822157479,-0.009050374340977762,0.04525664256255228,0.03620626822157452,-0.7395989930120915
14,-0.01920553935859978,0.017561199630721443,-0.03676673898931739,-0.01920553935859595,1.4285687177577235
15,-0.010052235179785284,0.01560206417810583,-0.025654299357887607,-0.010052235179781778,1.2705069417609252
16,0.012329931972789634,-0.007163618183551505,0.01949355015634163,0.012329931972790125,-0.5862245685528328
17,-0.018616375121476132,0.018235749338297563,-0.036852124459769965,-0.018616375121472403,1.4802359077159428
18,0.04740038872691974,-0.0070786577163588285,0.05447904644327808,0.04740038872691925,-0.5793461096032815
19,-0.012153790087463161,-0.004253210171247119,-0.007900579916215794,-0.012153790087462913,-0.34834109668920754
20,0.06649659863945617,0.0036018437860155946,0.06289475485344151,0.0664965986394571,0.2950410108805231
21,0.1046465014577265,-0.004377594466804933,0.1090240959245312,0.10464650145772628,-0.35851579179731097
22,0.02585641399416969,0.009521203431040286,0.016335210563132124,0.02585641399417241,0.7783939779605749
23,-0.0010143343051500385,0.01155151029121002,-0.012565844596356807,-0.0010143343051467867,0.9433857646768351
24,-0.041144314868804086,-0.009074147831710611,-0.03207016703709341,-0.041144314868804016,-0.7421804623077342
25,0.01377551020408221,-0.008933114697409353,0.022708624901491312,0.01377551020408196,-0.7305675609906565
26,0.028577502429543957,0.007190788260115267,0.02138671416943102,0.028577502429546285,0.588564291207535
27,-0.015251457725946983,-0.011232785140392153,-0.004018672585555055,-0.015251457725947208,-0.9173471666623457
28,-0.0020772594752183735,-0.005418293922851247,0.003341034447632649,-0.002077259475218598,-0.44371013750216004
29,0.0034620991253650137,-0.00464359394479939,0.00810569307016517,0.003462099125365779,-0.3803020838331545
30,0.03196671525753221,0.00935432469144331,0.02261239056609114,0.031966715257534445,0.7649382304708336
31,-0.013696550048590179,-0.004528518649290786,-0.009168031399298445,-0.013696550048589232,-0.3708778477497554
32,-0.01060495626822091,-0.004694031156318779,-0.005910925111901435,-0.010604956268220214,-0.38443428761328746
33,-0.03231899902818208,-0.004889654721545148,-0.0274293443066359,-0.03231899902818105,-0.4004213655847906
34,-0.14798955296404115,0.0037548267426487933,-0.15174437970668742,-0.14798955296403862,0.3075104211037359
35,0.028030855199223038,-0.00592543243424009,0.033956287633463283,0.028030855199223194,-0.484987428891222
36,0.0208090379008751,-0.006679130247907811,0.027488168148782865,0.020809037900875054,-0.546527578851813
37,-0.10918367346938726,0.008176104110522716,-0.11735977757990726,-0.10918367346938454,0.668641552276575
38,-0.06403668610301208,0.006765843819723861,-0.0708025299227337,-0.06403668610300983,0.5536209758524163
39,0.032981049562682774,-0.003773521595141454,0.03675457115782478,0.03298104956268333,-0.3090837139705117
40,-0.0764395043731772,0.010061707772039543,-0.08650121214521402,-0.07643950437317447,0.821747973368194
41,-0.001992225461612399,0.0033518757175267783,-0.005344101179137197,-0.0019922254616104185,0.2745742060688092
42,-0.0804846938775497,0.006631394470559805,-0.08711608834810695,-0.08048469387754714,0.5427110214674158
43,0.02314139941690999,-0.008161837406001479,0.03130323682291113,0.023141399416909653,-0.6676905796772095
44,-0.13073979591836593,0.004055621794801548,-0.13479541771316478,-0.13073979591836324,0.3321385966225216
45,-0.13341229348882266,0.005120671859562532,-0.13853296534838233,-0.1334122934888198,0.41920040954327076
46,-0.15001214771622795,0.005674587668435441,-0.15568673538466052,-0.15001214771622506,0.46445198536625115
47,-0.15560617103984298,0.005908705873075305,-0.16151487691291516,-0.15560617103983987,0.48356006088243336
48,-0.1933248299319715,0.005670187941349048,-0.19899501787331703,-0.19332482993196798,0.4640131165852013
49,0.03668610301263378,-0.002899934915984364,0.039586037928617854,0.03668610301263349,-0.23758232157222212
