,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
94,2.0,0.0,0.0,0.0,0.0,-7.0,-7.0,-7.0,-7.0,7.0,7.0,-7.0,-7.0,7.0,0.0,0.0,4.0,-7.0,-7.0,-7.0,-7.0,0.0,0.0,5.0,0.0,2.0,-7.0,7.0,4.0,7.0,0.0,0.0,-7.0,0.0,0.0,0.0,7.0,4.0,-7.0,-7.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,7.0,-7.0,7.0,7.0,-7.0,-7.0,-7.0,0.0,7.0,7.0,7.0,-7.0,4.0,-7.0,0.0,0.0,0.0,-1.0,2.0,0.0,3.0,-7.0,5.0,7.0,4.0,1.0,4.0,-7.0,0.0,2.0,0.0,0.0,-7.0,3.0,-7.0,0.0,0.0,5.0,0.0,0.0,5.0,7.0,2.0,3.0,-4.0,2.0,0.0,7.0,7.0,-7.0,-7.0,7.0,-7.0,2.0,7.0,3.0,-7.0,0.0,0.0,7.0,0.0,0.0,-3.0,0.0,0.0,-7.0,3.0,-7.0,5.0,0.0,3.0,0.0,4.0,-6.0
95,0.0,0.0,4.0,-5.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,-5.0,4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,5.0,3.0,-5.0,6.0,-3.0,6.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-5.0,3.0,-5.0,-4.0,-3.0,0.0,-5.0,-6.0,-4.0,0.0,5.0,5.0,2.0,4.0,-4.0,-5.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,5.0,4.0,-5.0,4.0,0.0,-6.0,1.0,5.0,0.0,3.0,5.0,-5.0,-5.0,5.0,-5.0,-5.0,-4.0,5.0,-4.0,6.0,0.0,6.0,-5.0,6.0,-5.0
96,7.0,-7.0,-3.0,-3.0,-3.0,2.0,3.0,-4.0,1.0,5.0,5.0,3.0,5.0,1.0,5.0,-7.0,-3.0,-2.0,1.0,0.0,-2.0,0.0,-2.0,-4.0,-3.0,6.0,6.0,-2.0,7.0,-5.0,6.0,0.0,5.0,-4.0,4.0,-5.0,-3.0,-4.0,4.0,5.0,-5.0,5.0,0.0,-3.0,0.0,-2.0,0.0,2.0,1.0,0.0,0.0,-1.0,0.0,2.0,4.0,5.0,-4.0,5.0,0.0,0.0,0.0,4.0,0.0,-3.0,5.0,2.0,-3.0,-3.0,2.0,-2.0,2.0,4.0,4.0,1.0,3.0,0.0,-2.0,0.0,2.0,2.0,6.0,0.0,-2.0,2.0,0.0,-4.0,2.0,5.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,7.0,6.0,-4.0,6.0,-6.0,3.0,2.0,2.0,-2.0,2.0,4.0,3.0,4.0,7.0,0.0,1.0,0.0,6.0,1.0,7.0,4.0,6.0,4.0,5.0,0.0
97,2.0,1.0,0.0,-1.0,-2.0,-2.0,-2.0,-3.0,0.0,4.0,2.0,-6.0,-5.0,3.0,-2.0,1.0,1.0,-4.0,-2.0,-1.0,-3.0,-2.0,-4.0,-1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,-1.0,-2.0,-1.0,-1.0,-3.0,1.0,2.0,-1.0,-1.0,0.0,-2.0,-1.0,-2.0,2.0,-2.0,4.0,0.0,3.0,3.0,-4.0,-4.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,4.0,3.0,-3.0,4.0,2.0,-3.0,-3.0,7.0,-5.0,-4.0,3.0,3.0,-1.0,4.0,2.0,-1.0,2.0,-1.0,0.0,1.0,1.0,-2.0,1.0,-2.0,-2.0,-2.0,3.0,-3.0,-4.0,1.0,-4.0,-4.0,0.0,2.0,1.0,-1.0,-2.0,-3.0,0.0,0.0,1.0,1.0,-1.0,1.0,3.0,-6.0,-5.0,3.0,-6.0,-6.0,-6.0,3.0,-3.0,6.0,-7.0,4.0,-4.0,7.0,-5.0
98,6.0,4.0,0.0,-4.0,4.0,5.0,-7.0,0.0,5.0,7.0,7.0,-6.0,-4.0,7.0,-6.0,7.0,3.0,0.0,-1.0,3.0,0.0,-6.0,-2.0,3.0,6.0,5.0,1.0,4.0,1.0,3.0,5.0,5.0,-6.0,0.0,5.0,-4.0,-4.0,-6.0,6.0,6.0,-6.0,6.0,-6.0,4.0,7.0,-6.0,-5.0,-3.0,6.0,6.0,-3.0,-4.0,4.0,-5.0,5.0,6.0,7.0,0.0,2.0,-5.0,-4.0,6.0,6.0,-6.0,5.0,6.0,-6.0,-6.0,7.0,0.0,-5.0,6.0,7.0,-6.0,7.0,6.0,5.0,-2.0,3.0,4.0,7.0,4.0,-4.0,7.0,-6.0,-6.0,-6.0,6.0,3.0,5.0,3.0,6.0,-6.0,-5.0,5.0,6.0,7.0,-6.0,6.0,-1.0,-3.0,4.0,4.0,-2.0,6.0,6.0,-6.0,-6.0,-7.0,-6.0,-7.0,-7.0,-7.0,3.0,7.0,-7.0,6.0,-5.0,7.0,5.0
99,6.0,2.0,4.0,0.0,3.0,3.0,-6.0,0.0,-5.0,3.0,6.0,-6.0,-6.0,-5.0,2.0,5.0,-5.0,-5.0,5.0,0.0,0.0,0.0,0.0,-6.0,-5.0,-5.0,-6.0,3.0,6.0,4.0,-3.0,3.0,1.0,0.0,4.0,-3.0,4.0,0.0,4.0,2.0,0.0,4.0,-5.0,-6.0,3.0,0.0,6.0,-6.0,3.0,4.0,-5.0,0.0,0.0,-4.0,0.0,5.0,0.0,-5.0,-6.0,-6.0,-6.0,4.0,0.0,0.0,2.0,1.0,1.0,-6.0,6.0,-6.0,0.0,-5.0,0.0,-6.0,6.0,5.0,0.0,-6.0,-5.0,0.0,5.0,0.0,0.0,0.0,-6.0,0.0,-6.0,5.0,-5.0,-6.0,-6.0,0.0,4.0,0.0,4.0,6.0,4.0,-6.0,5.0,0.0,0.0,-5.0,2.0,-6.0,2.0,6.0,6.0,6.0,5.0,6.0,-6.0,2.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0
100,2.0,4.0,6.0,4.0,3.0,5.0,-3.0,0.0,0.0,5.0,4.0,0.0,0.0,4.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,4.0,1.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,3.0,0.0,4.0,5.0,4.0,1.0,0.0,2.0,0.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,-4.0,6.0,0.0,5.0,0.0,-7.0,0.0,2.0,4.0,4.0,0.0,7.0,0.0,0.0,3.0,-7.0,0.0,4.0,5.0,-4.0,-4.0,5.0,0.0,-4.0,2.0,5.0,-7.0,6.0,-7.0,4.0,3.0,6.0,-7.0
101,0.0,0.0,6.0,-5.0,-2.0,1.0,0.0,-2.0,0.0,4.0,4.0,-5.0,-2.0,0.0,-4.0,0.0,1.0,-4.0,4.0,0.0,-3.0,0.0,1.0,0.0,0.0,0.0,2.0,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,0.0,0.0,2.0,0.0,3.0,0.0,-2.0,5.0,3.0,6.0,-2.0,2.0,4.0,-2.0,-3.0,1.0,-3.0,5.0,3.0,-3.0,2.0,0.0,-4.0,-2.0,0.0,0.0,-6.0,3.0,4.0,0.0,2.0,3.0,-5.0,1.0,1.0,4.0,-4.0,2.0,3.0,2.0,0.0,-2.0,2.0,1.0,1.0,-2.0,2.0,2.0,-2.0,1.0,3.0,0.0,0.0,0.0,0.0,-3.0,1.0,3.0,0.0,5.0,-3.0,3.0,0.0,-2.0,0.0,0.0,0.0,-3.0,4.0,7.0,-5.0,1.0,-4.0,-3.0,-5.0,1.0,-3.0,6.0,-5.0,1.0,-5.0,5.0,-4.0
102,-4.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,-7.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,0.0,0.0,-7.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,4.0,-7.0,0.0,-7.0,4.0,-7.0
103,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,-7.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,5.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,7.0,7.0,7.0,4.0,7.0,0.0
104,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,-1.0,4.0,0.0,0.0,-3.0,0.0,0.0,-2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,3.0,0.0,2.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-2.0,0.0,0.0,0.0
105,6.0,-4.0,7.0,-4.0,-4.0,-4.0,-4.0,3.0,0.0,7.0,7.0,-7.0,-7.0,7.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-3.0,4.0,-7.0,5.0,0.0,0.0,-4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,7.0,-7.0,7.0,-7.0,4.0,7.0,-7.0,-7.0,3.0,-7.0,7.0,5.0,7.0,2.0,7.0,5.0,2.0,0.0,5.0,-3.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,-2.0,0.0,3.0,-3.0,4.0,-4.0,3.0,7.0,5.0,-3.0,-3.0,-4.0,0.0,-4.0,0.0,-4.0,3.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,-2.0,0.0,-3.0,2.0,3.0,4.0,0.0,0.0,0.0,4.0,7.0,-7.0,-7.0,0.0,-7.0,-4.0,0.0,1.0,0.0,7.0,-7.0,2.0,-7.0,3.0,-4.0
106,0.0,-4.0,4.0,-4.0,0.0,0.0,-4.0,-6.0,-4.0,3.0,5.0,-5.0,4.0,5.0,-6.0,0.0,-2.0,0.0,2.0,0.0,-6.0,-3.0,-6.0,-6.0,-3.0,2.0,4.0,-5.0,3.0,-3.0,3.0,0.0,0.0,0.0,0.0,-3.0,-6.0,-3.0,4.0,5.0,-3.0,4.0,-5.0,-2.0,0.0,-5.0,-1.0,0.0,5.0,5.0,-2.0,-5.0,5.0,-3.0,4.0,5.0,4.0,0.0,-4.0,-5.0,-6.0,4.0,0.0,-3.0,5.0,2.0,3.0,-6.0,1.0,0.0,-2.0,3.0,5.0,0.0,2.0,-2.0,-4.0,-2.0,-6.0,0.0,5.0,5.0,0.0,5.0,-6.0,-5.0,-6.0,5.0,-5.0,0.0,5.0,-2.0,-5.0,-6.0,-6.0,2.0,5.0,-6.0,5.0,0.0,-3.0,-2.0,0.0,0.0,-6.0,3.0,-6.0,-5.0,0.0,-6.0,-6.0,-5.0,0.0,-6.0,5.0,-6.0,3.0,-5.0,5.0,-6.0
107,3.0,-7.0,0.0,-4.0,-6.0,-5.0,-2.0,-2.0,-5.0,0.0,1.0,-6.0,-3.0,0.0,-2.0,-7.0,-3.0,0.0,-5.0,-4.0,-2.0,-1.0,0.0,-6.0,0.0,0.0,0.0,-6.0,0.0,-3.0,4.0,-4.0,-4.0,-3.0,0.0,-7.0,-2.0,-5.0,-3.0,-6.0,-1.0,-4.0,7.0,-3.0,0.0,0.0,-3.0,-1.0,-5.0,-2.0,-3.0,-3.0,-2.0,0.0,0.0,0.0,-2.0,0.0,-3.0,-5.0,0.0,1.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,-5.0,-6.0,0.0,0.0,-7.0,0.0,-3.0,-4.0,0.0,0.0,-1.0,-1.0,0.0,-6.0,1.0,-5.0,-3.0,-5.0,-4.0,-4.0,-3.0,-4.0,-4.0,5.0,-2.0,2.0,1.0,-5.0,-4.0,0.0,-1.0,0.0,-2.0,0.0,0.0,0.0,3.0,-5.0,-2.0,-5.0,-7.0,-5.0,-4.0,-5.0,-7.0,7.0,-7.0,3.0,-3.0,6.0,-7.0
108,4.0,-3.0,4.0,4.0,6.0,5.0,0.0,-4.0,6.0,5.0,7.0,-5.0,6.0,5.0,6.0,0.0,-3.0,4.0,5.0,4.0,3.0,3.0,6.0,1.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,-1.0,2.0,2.0,-3.0,-5.0,3.0,-3.0,3.0,5.0,1.0,2.0,4.0,4.0,4.0,2.0,3.0,6.0,3.0,3.0,6.0,0.0,0.0,3.0,-3.0,-6.0,5.0,5.0,5.0,5.0,3.0,4.0,-6.0,3.0,3.0,4.0,-2.0,5.0,6.0,0.0,-4.0,7.0,7.0,-5.0,5.0,5.0,2.0,-6.0,0.0,5.0,-4.0,6.0,-3.0,6.0,4.0,-5.0,5.0,4.0,6.0,0.0,4.0,-2.0,2.0,-3.0,-2.0,5.0,3.0,-4.0,5.0,-3.0,4.0,7.0,3.0,-4.0,6.0,-4.0,-6.0,-6.0,7.0,-2.0,-6.0,-7.0,7.0,-5.0,7.0,-6.0,7.0,-6.0,5.0,-6.0
109,4.0,4.0,-6.0,1.0,-6.0,-6.0,-6.0,-6.0,-6.0,2.0,4.0,-4.0,-6.0,-5.0,3.0,2.0,-5.0,-6.0,3.0,-3.0,-6.0,-5.0,-6.0,-3.0,-5.0,-3.0,-6.0,-6.0,3.0,0.0,3.0,-5.0,3.0,-3.0,1.0,-6.0,-6.0,-6.0,-3.0,2.0,0.0,-4.0,6.0,-6.0,5.0,3.0,-6.0,-6.0,-6.0,2.0,-6.0,-6.0,0.0,1.0,-2.0,-6.0,2.0,3.0,-6.0,-6.0,-3.0,0.0,0.0,-6.0,0.0,0.0,-6.0,-5.0,5.0,-6.0,-6.0,-6.0,0.0,-6.0,3.0,-6.0,-5.0,-2.0,2.0,0.0,-3.0,-6.0,-6.0,-6.0,-6.0,-4.0,-6.0,3.0,-5.0,1.0,-5.0,-6.0,-6.0,1.0,1.0,3.0,-4.0,0.0,5.0,0.0,1.0,-6.0,-3.0,-6.0,1.0,-6.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0
110,3.0,2.0,1.0,-6.0,7.0,-7.0,-7.0,5.0,-4.0,3.0,7.0,1.0,2.0,-6.0,1.0,-4.0,-4.0,-6.0,5.0,-5.0,-7.0,-3.0,4.0,-6.0,-4.0,6.0,5.0,-6.0,1.0,6.0,3.0,6.0,7.0,-6.0,7.0,3.0,-6.0,-7.0,7.0,7.0,-7.0,7.0,4.0,2.0,7.0,-6.0,7.0,-7.0,-7.0,1.0,7.0,7.0,-6.0,6.0,6.0,7.0,-3.0,-6.0,-7.0,-7.0,0.0,7.0,3.0,-2.0,-5.0,-3.0,-7.0,3.0,7.0,-5.0,-6.0,7.0,7.0,-7.0,5.0,-7.0,-6.0,-6.0,-6.0,4.0,5.0,7.0,-7.0,7.0,-6.0,-4.0,-6.0,5.0,0.0,-7.0,1.0,-6.0,-6.0,-6.0,-3.0,7.0,7.0,-7.0,7.0,-7.0,-6.0,4.0,5.0,-6.0,4.0,6.0,-7.0,-6.0,7.0,-6.0,-5.0,-7.0,6.0,-6.0,7.0,-7.0,7.0,-7.0,7.0,-7.0
111,7.0,-7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,-7.0,7.0,7.0,7.0,7.0,7.0,5.0,-7.0,-7.0,7.0,-7.0,7.0,7.0,7.0,-7.0,7.0,7.0,7.0,-7.0,7.0,-7.0,7.0,7.0,-7.0,6.0,7.0,7.0,-7.0,7.0,6.0,7.0,-7.0,7.0,7.0,7.0,7.0,-1.0,7.0,7.0,-7.0,-6.0,7.0,7.0,-7.0,7.0,7.0,-7.0,-1.0,7.0,7.0,7.0,-7.0,7.0,7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,7.0,-6.0,-7.0,-7.0,-7.0,-7.0,-7.0,7.0,7.0,-7.0,-7.0,7.0,7.0,-7.0,7.0,7.0,7.0,-7.0,-7.0,7.0,7.0,-7.0,7.0,7.0,-7.0,-7.0,7.0,7.0,-7.0,-7.0,-7.0,-7.0,7.0,7.0,-7.0,7.0,-6.0,7.0,7.0,-1.0,7.0,7.0,7.0,-2.0,7.0,7.0,-7.0,7.0,-7.0,7.0,7.0
112,2.0,-1.0,-5.0,-3.0,-4.0,1.0,-1.0,-4.0,-1.0,-3.0,3.0,-2.0,1.0,2.0,-5.0,0.0,-1.0,-3.0,-2.0,1.0,-4.0,0.0,-2.0,0.0,-3.0,2.0,-3.0,0.0,3.0,-3.0,2.0,3.0,-1.0,-2.0,-1.0,-1.0,-3.0,0.0,0.0,1.0,-4.0,-1.0,3.0,-5.0,-3.0,2.0,0.0,-6.0,-3.0,3.0,-4.0,1.0,2.0,-4.0,4.0,0.0,5.0,-2.0,0.0,-3.0,-5.0,0.0,-3.0,1.0,-3.0,-1.0,0.0,-1.0,4.0,-6.0,0.0,3.0,4.0,-3.0,4.0,-2.0,-1.0,0.0,-2.0,1.0,1.0,-2.0,-2.0,-5.0,-4.0,-3.0,-3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,-1.0,0.0,-2.0,1.0,-1.0,-6.0,1.0,-1.0,1.0,-2.0,-3.0,-2.0,2.0,-5.0,4.0,2.0,6.0,-5.0,5.0,-5.0,6.0,-2.0,3.0,-1.0,4.0,-1.0
113,1.0,0.0,2.0,1.0,-4.0,3.0,5.0,2.0,-6.0,6.0,7.0,-4.0,-5.0,-4.0,-7.0,-7.0,1.0,-4.0,5.0,0.0,0.0,0.0,1.0,-3.0,4.0,-2.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,7.0,0.0,7.0,1.0,4.0,7.0,-5.0,2.0,0.0,2.0,4.0,3.0,2.0,0.0,-3.0,3.0,7.0,1.0,0.0,0.0,5.0,-5.0,4.0,2.0,0.0,3.0,6.0,0.0,6.0,6.0,2.0,-5.0,6.0,6.0,-7.0,7.0,5.0,4.0,0.0,4.0,3.0,5.0,5.0,3.0,7.0,6.0,0.0,5.0,3.0,-5.0,-2.0,4.0,4.0,7.0,3.0,3.0,-2.0,3.0,4.0,4.0,0.0,-4.0,4.0,3.0,-6.0,5.0,7.0,4.0,3.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,1.0,6.0,4.0,7.0,7.0
114,1.0,-1.0,2.0,2.0,-2.0,-1.0,1.0,3.0,2.0,1.0,-1.0,-2.0,-3.0,-2.0,1.0,-1.0,2.0,-1.0,2.0,2.0,4.0,-2.0,5.0,-2.0,-2.0,1.0,1.0,-3.0,-1.0,1.0,1.0,-2.0,2.0,1.0,1.0,1.0,-3.0,2.0,3.0,3.0,-3.0,-3.0,4.0,-1.0,2.0,1.0,2.0,-2.0,-3.0,0.0,-1.0,-3.0,-1.0,1.0,1.0,-3.0,-2.0,-1.0,1.0,-2.0,-3.0,4.0,1.0,1.0,1.0,3.0,-3.0,0.0,4.0,-1.0,-4.0,2.0,1.0,-1.0,2.0,-1.0,3.0,0.0,2.0,-1.0,-1.0,2.0,-1.0,-1.0,-2.0,-3.0,-2.0,2.0,-2.0,2.0,3.0,-2.0,-2.0,1.0,2.0,4.0,-3.0,2.0,5.0,1.0,0.0,1.0,-1.0,-3.0,5.0,1.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,6.0,-1.0,4.0,2.0,-3.0,6.0
115,5.0,0.0,6.0,-4.0,1.0,3.0,-5.0,-5.0,-5.0,6.0,6.0,-6.0,-6.0,2.0,4.0,0.0,-4.0,-3.0,5.0,-1.0,-5.0,-2.0,2.0,-5.0,2.0,2.0,2.0,2.0,6.0,3.0,-5.0,0.0,2.0,3.0,3.0,1.0,-4.0,-3.0,4.0,2.0,-6.0,5.0,-7.0,-5.0,6.0,-6.0,5.0,-6.0,6.0,4.0,-4.0,-6.0,-4.0,-5.0,5.0,6.0,5.0,-3.0,6.0,-4.0,-4.0,4.0,2.0,-4.0,2.0,6.0,4.0,3.0,4.0,-4.0,2.0,-2.0,4.0,2.0,4.0,6.0,4.0,2.0,-4.0,3.0,4.0,1.0,-4.0,5.0,1.0,-3.0,3.0,6.0,2.0,2.0,1.0,-2.0,-7.0,1.0,4.0,3.0,5.0,-3.0,6.0,-3.0,-4.0,-2.0,0.0,-3.0,5.0,7.0,3.0,4.0,5.0,-3.0,5.0,2.0,3.0,-2.0,7.0,7.0,4.0,7.0,6.0,2.0
116,6.0,0.0,5.0,-4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,-2.0,-3.0,4.0,-2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,6.0,-2.0,2.0,0.0,0.0,0.0,-3.0,0.0,-3.0,1.0,1.0,1.0,0.0,1.0,-7.0,-3.0,2.0,-7.0,4.0,-5.0,5.0,7.0,-5.0,-7.0,1.0,-3.0,7.0,2.0,3.0,1.0,2.0,-3.0,-4.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,-7.0,-3.0,4.0,0.0,-2.0,3.0,0.0,0.0,5.0,6.0,-3.0,0.0,2.0,2.0,-3.0,-6.0,1.0,4.0,5.0,-4.0,5.0,0.0,-3.0,0.0,5.0,0.0,0.0,4.0,-7.0,-7.0,4.0,-3.0,-6.0,-7.0,4.0,-6.0,7.0,-7.0,5.0,-7.0,4.0,-3.0
117,1.0,0.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,2.0,5.0,-6.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,3.0,-6.0,0.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,4.0,-6.0,3.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,5.0,-6.0,0.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,4.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-7.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,5.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0
118,1.0,-2.0,-4.0,-5.0,-5.0,-2.0,-5.0,-6.0,-2.0,0.0,1.0,-4.0,-6.0,2.0,1.0,-5.0,-2.0,-2.0,-2.0,-2.0,-4.0,-5.0,-3.0,-4.0,-5.0,-3.0,-5.0,-3.0,-5.0,-5.0,2.0,-4.0,1.0,-5.0,0.0,-4.0,-3.0,-4.0,-1.0,-2.0,-2.0,1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,-6.0,1.0,-5.0,-6.0,-1.0,-6.0,1.0,4.0,2.0,-1.0,1.0,-6.0,-6.0,-2.0,-1.0,-4.0,3.0,-3.0,-6.0,1.0,1.0,-2.0,-5.0,-5.0,-3.0,1.0,-3.0,-4.0,1.0,-1.0,1.0,-3.0,1.0,-3.0,-4.0,2.0,1.0,-2.0,1.0,0.0,1.0,3.0,1.0,-3.0,-5.0,-6.0,-5.0,2.0,4.0,1.0,2.0,-3.0,-6.0,0.0,-6.0,-1.0,-1.0,3.0,-6.0,-6.0,-4.0,-4.0,-5.0,-6.0,-5.0,-6.0,2.0,0.0,1.0,-4.0,-4.0,-6.0
119,5.0,1.0,5.0,0.0,0.0,4.0,2.0,-6.0,0.0,5.0,6.0,-6.0,-6.0,5.0,-6.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,-6.0,0.0,1.0,5.0,-6.0,6.0,0.0,5.0,6.0,1.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,3.0,-4.0,0.0,5.0,5.0,-6.0,6.0,3.0,5.0,6.0,0.0,-6.0,0.0,1.0,5.0,5.0,6.0,3.0,4.0,5.0,3.0,5.0,6.0,3.0,4.0,4.0,0.0,0.0,6.0,3.0,4.0,0.0,2.0,0.0,3.0,5.0,5.0,4.0,5.0,5.0,1.0,3.0,5.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,4.0,0.0,-6.0,0.0,5.0,6.0,-5.0,6.0,0.0,-6.0,0.0,1.0,0.0,5.0,0.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0,0.0,0.0,6.0,-6.0,3.0,4.0,6.0,-6.0
