,TotEff,MedEff,DirEff,SumEff,SobelT
0,-0.9358641117088794,-0.3042963051002818,-0.6315678066085969,-0.9358641117088787,-2.964379519779602
1,0.4630558745894561,0.2134442191355148,0.2496116554539443,0.46305587458945907,2.6007693946250914
2,1.581776783735323,0.23867385550962705,1.3431029282256932,1.5817767837353203,2.707139804795262
3,-0.4544721836023318,-0.17991878236903164,-0.2745534012333008,-0.45447218360233244,-2.30925780062536
4,-0.734348868605051,-0.19106420763422616,-0.5432846609708252,-0.7343488686050513,-2.377743010831344
5,1.1383062322432458,0.16970358151811296,0.968602650725133,1.138306232243246,2.3047222427845613
6,-1.4896129279252055,-0.32389621958480364,-1.1657167083404014,-1.489612927925205,-2.5964103562944
7,0.08994740978057168,0.13251208192359698,-0.04256467214302616,0.08994740978057082,2.065088695178581
8,-0.6664651715730723,0.14062536883460994,-0.8070905404076822,-0.6664651715730723,2.1316005761927617
9,-1.7112776803884815,-0.16074103509203683,-1.5505366452964455,-1.7112776803884824,-2.2669251706022195
10,0.9366297930645404,0.27009841125832285,0.666531381806218,0.9366297930645409,2.870942885670801
11,0.4972898909911544,-0.23644990663388465,0.7337397976250383,0.4972898909911536,-2.662717642628061
12,0.46700517842390404,-0.3753499827110737,0.8423551611349772,0.4670051784239035,-2.949739486633122
13,-0.6215116161921439,0.3248893776203711,-0.946400993812514,-0.6215116161921428,2.7869335769674284
14,0.44872957343488973,0.3578986734032178,0.09083090003167239,0.44872957343489017,2.922384364001995
15,-0.015011384472788644,-0.45162638705430747,0.4366150025815172,-0.015011384472790268,-3.147455564254192
16,-0.49880110419311474,-0.4036162409473395,-0.09518486324577519,-0.4988011041931147,-2.9954784428744636
17,-0.17558282455822155,0.22053175096195307,-0.3961145755201751,-0.17558282455822202,2.709614012208722
18,-0.2600294182836657,-0.6270618153789618,0.36703239709529567,-0.2600294182836661,-3.0825680984352783
19,-0.5600153136271088,0.31363137092770954,-0.8736466845548174,-0.5600153136271079,3.0237190420986537
20,-1.442100384855627,0.2856469741597734,-1.7277473590154002,-1.4421003848556269,2.8410567862224623
21,-1.0081001027624978,-0.38540138249089273,-0.622698720271605,-1.0081001027624978,-3.0555028276458858
22,-0.4978137782345004,-0.4406425322997482,-0.05717124593475267,-0.49781377823450085,-3.0723788201793725
23,0.9687884100022177,0.44919264947032495,0.519595760531893,0.9687884100022179,3.3121121419449877
24,0.18724939047734318,0.3695498355480992,-0.18230044507075524,0.18724939047734399,2.972307676226625
25,-0.7731769731407047,-0.2956419597379089,-0.47753501340279625,-0.7731769731407052,-3.043199917402283
26,0.17397086380946766,0.42427940271576403,-0.25030853890629634,0.1739708638094677,3.2091955756080943
27,-0.15148401136432085,0.14336516678204037,-0.29484917814636064,-0.15148401136432027,2.1822639146942326
28,-0.24322472747788057,0.14164423774869658,-0.38486896522657427,-0.24322472747787768,2.137099882677803
29,-0.3061314956980804,0.1405417841894622,-0.446673279887543,-0.30613149569808085,2.0871986527358364
30,-0.46327751919240895,0.1313856165925748,-0.5946631357849851,-0.4632775191924103,2.012361983654043
31,0.3232384291442504,0.1602381350030708,0.1630002941411791,0.3232384291442499,2.2889039136355693
32,-0.019545024078663018,0.14984761373513322,-0.1693926378137968,-0.01954502407866357,2.2052976827404973
33,0.38763626105704374,0.22197694122743344,0.16565931982960957,0.387636261057043,2.6984014645355776
34,1.501843680106387,-0.18692393462947135,1.6887676147358563,1.501843680106385,-2.156319654876503
35,-0.529065667251003,0.2319360214270852,-0.761001688678089,-0.5290656672510039,2.4347456500376117
36,-0.38157125873984854,0.23717901744540063,-0.6187502761852478,-0.3815712587398472,2.492617161145284
37,1.0976042233371643,-0.3511213261648672,1.4487255495020341,1.097604223337167,-2.9318362833103713
38,0.4245904612222734,-0.31777597026010823,0.7423664314823831,0.4245904612222749,-2.9040339909887836
39,-0.6791795119788838,0.18212178081467517,-0.8613012927935602,-0.679179511978885,2.3657459499478555
40,0.6874206613069005,-0.3192220362703506,1.0066426975772524,0.6874206613069018,-2.757817114900152
41,-0.27298555280178827,0.2116586723597653,-0.48464422516155287,-0.2729855528017876,2.719231723921156
42,-0.544983779644965,0.18681085171653167,-0.7317946313614958,-0.5449837796449641,2.4889766720660904
43,-0.5976344476011978,0.26318122234232394,-0.8608156699435209,-0.597634447601197,2.8533137812797067
